category,job,kind,file
"03 Residential","31134-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31134-01 (Franklin & Cowan Surrey BC)\05 Stickfile\01 Architectural\Obsolete\F&C Project Info Sheet.pdf"
"03 Residential","31134-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31134-01 (Franklin & Cowan Surrey BC)\05 Stickfile\01 Architectural\Obsolete\Jan 19, 2024 - Architectural Drawing.pdf"
"03 Residential","31134-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\31134-01 (Franklin & Cowan Surrey BC)\05 Stickfile\31134-01 2024-07-22 Franklin & Cowan Stickfile.pdf"
"03 Residential","31135-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31135-01 (6525 & 6575 Oak St Vancouver BC)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31135-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31135-01 (6525 & 6575 Oak St Vancouver BC)\05 Stickfile\01 Architectural\2024-06-28_49+Oak_KOR prelims_mknly markup.pdf"
"03 Residential","31135-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31135-01 (6525 & 6575 Oak St Vancouver BC)\05 Stickfile\01 Architectural\2024-06-28_49+Oak_Rezoning Application_Architectural Drawings_mknly (1).pdf"
"03 Residential","31135-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31135-01 (6525 & 6575 Oak St Vancouver BC)\05 Stickfile\01 Architectural\2024-06-28_49+Oak_Rezoning Application_Architectural Drawings_mknly.pdf"
"03 Residential","31135-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31135-01 (6525 & 6575 Oak St Vancouver BC)\05 Stickfile\01 Architectural\2024-08-21_49+Oak_Rezoning Application_Architectural Drawings_DRAFT.pdf"
"03 Residential","31135-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31135-01 (6525 & 6575 Oak St Vancouver BC)\05 Stickfile\01 Architectural\2026-05 Elevate - 49th  Oak Presentation FINAL.pdf"
"03 Residential","31136-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31136-01 (Atkins Ave South Port Coquitlam BC)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31136-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31136-01 (Atkins Ave South Port Coquitlam BC)\05 Stickfile\01 Architectural\20240823-24145-NBA-Floor Plans.pdf"
"03 Residential","31136-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31136-01 (Atkins Ave South Port Coquitlam BC)\05 Stickfile\01 Architectural\20240828-24145-NBA-Concept Renders.pdf"
"03 Residential","31136-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31136-01 (Atkins Ave South Port Coquitlam BC)\05 Stickfile\01 Architectural\20240828-24145-NBA-Sections.pdf"
"03 Residential","31136-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31136-01 (Atkins Ave South Port Coquitlam BC)\05 Stickfile\01 Architectural\20241209-24145-NBA-Review Package.pdf"
"03 Residential","31136-02","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31136-02 (Atkins Ave North Port Coquitlam BC)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31136-03","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31136-03 (Atkins Avenue Port Coquitlam Review)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31137-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31137-01 (Glen Lake Towers Phase 1)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31137-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31137-01 (Glen Lake Towers Phase 1)\05 Stickfile\01 Architectural\12155-1.2024.08.21.SubgradeReactionModulus.Update.rtm.pn.pdf"
"03 Residential","31137-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31137-01 (Glen Lake Towers Phase 1)\05 Stickfile\01 Architectural\2023-12-12 Issued for DP Submission_Revised.pdf"
"03 Residential","31137-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31137-01 (Glen Lake Towers Phase 1)\05 Stickfile\01 Architectural\2024-08-23 Typical floor plate revision[82].pdf"
"03 Residential","31137-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31137-01 (Glen Lake Towers Phase 1)\05 Stickfile\01 Architectural\2024-11-05 Dwelling Units Layout_Revised92.pdf"
"03 Residential","31137-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31137-01 (Glen Lake Towers Phase 1)\05 Stickfile\01 Architectural\22034 Progress Set 2025-06-17a.pdf"
"03 Residential","31137-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31137-01 (Glen Lake Towers Phase 1)\05 Stickfile\01 Architectural\22034 Typical Tower Floor Plate 2025-10-01a17.pdf"
"03 Residential","31137-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31137-01 (Glen Lake Towers Phase 1)\05 Stickfile\01 Architectural\Glen Lake Towers Floor Plans 2025-04-01.pdf"
"03 Residential","31137-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31137-01 (Glen Lake Towers Phase 1)\05 Stickfile\01 Architectural\Pages from 2023-12-12 Issued for DP Submission_Revised.pdf"
"03 Residential","31137-02","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31137-02 (Glen Lake Towers Phase 2)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31138-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31138-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\31138-01 2026-09-01_2170 W 1st Ave_Str Set.pdf"
"03 Residential","31138-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\31138-01 2026-09-02_2170 W 1st Ave_Str Set.pdf"
"03 Residential","31138-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\MFA_Architectural_Progress_Set_Post_IFT_2026_09_03.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\2025_09_29_CDA_MFA_WD_Progress.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\2025_10_03_CDA_MFA_Progress.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\2025_11_14_CDA_MFA_Progress set - Parkade.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\2025_11_14_CDA_MFA_Progress set.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\2025_11_28_CDA_MFA_Progress Set.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\2026-07-02_MFA_Progress.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\2026_01_16_CDA_MFA_Paking plans.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Architectural_IFT_2026_08_07 - KOR - CDA-MB- Mark-Up.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Architectural_IFT_2026_08_07-KOR.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Architectural_IFT_2026_08_07-Parking columns & Level 2 headroom-KOR.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Architectural_IFT_2026_08_07.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Architectural_Progress_2026_07_22.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Architectural_Progress_2026_07_31-OAP.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Architectural_Progress_2026_07_31.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Arch_Progress_Set_2026_07_03-OAP.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Arch_Progress_Set_2026_07_03.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_Arch_Progress_Set_2026_07_13.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\MFA_CD_Progress_2026_06_23_RD with Mill Comments.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\Obsolete\2024_04_05_CDA_MFA_ Progress Set.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\Obsolete\2024_04_05_CDA_MFA_ Sections.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\Obsolete\2024_04_15_CDA_MFA_Floorplans.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\Obsolete\2024_07_08_CDA_MFA_Floorplans.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\Obsolete\2024_09_27_CDA_MFA_Progress set.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\Obsolete\2025_01_13_CDA_MFA_Progress set.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\Obsolete\2025_01_21_CDA_MFA_Progress set.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\Obsolete\2025_05_26_CDA_MFA_Progress set.pdf"
"03 Residential","31138-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31138-01 (2170 W 1st Ave Vancouver BC)\05 Stickfile\01 Architectural\Obsolete\2025_08_20_CDA_MFA_Progress set.pdf"
"03 Residential","31139-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31139-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\01 Architectural\241022 - Architectural CD Set.pdf"
"03 Residential","31139-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\01 Architectural\Obsolete\02 - Architectural Drawings.pdf"
"03 Residential","31139-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\01 Architectural\Obsolete\240617 - Uplands Lot 9 - DD Drawings 1.pdf"
"03 Residential","31139-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\01 Architectural\Obsolete\240812 - DP Coordination & Envelope Meeting.pdf"
"03 Residential","31139-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\01 Architectural\Obsolete\240815 ARchitectural Drawings.pdf"
"03 Residential","31139-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\01 Architectural\Obsolete\Uplands Lot 9 - Arch Drawings - 240722.pdf"
"03 Residential","31139-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\01 Architectural\Obsolete\Uplands Lot 9 - DD Coord Drawings - 240717.pdf"
"03 Residential","31139-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\31139-01 2025-01-14 Uplands Lot 9 R24_STICKFILE.pdf"
"03 Residential","31139-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\31139-01 (Uplands Lot 9 West Vancouver)\05 Stickfile\31139-01 2025-01-17 Uplands Lot 9 R24_STICKFILE.pdf"
"03 Residential","31140-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31140-01 (16172 24 Ave Surrey Lot A)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31141-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31141-01 (2212 W 10th Ave Vancouver)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31141-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31141-01 (2212 W 10th Ave Vancouver)\05 Stickfile\01 Architectural\2024_07_17 Ledcor Regent_Preliminary DRAFT.pdf"
"03 Residential","31141-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31141-01 (2212 W 10th Ave Vancouver)\05 Stickfile\01 Architectural\A224606 - Telus CO WD - METRIC.pdf"
"03 Residential","31141-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31141-01 (2212 W 10th Ave Vancouver)\05 Stickfile\01 Architectural\A224606_fp 05-A2.07.pdf"
"03 Residential","31141-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31141-01 (2212 W 10th Ave Vancouver)\05 Stickfile\01 Architectural\A224606_Regent Current Plans.pdf"
"03 Residential","31141-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31141-01 (2212 W 10th Ave Vancouver)\05 Stickfile\01 Architectural\A224606_Regent Full Package.pdf"
"03 Residential","31142-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\26578.000 2024 07 02 RDH Emerge Built Module Sketches _ Typical Door Sill at Porch.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48th (MH) - Deficiency Letter.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS (LWH)-250128.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS (LWH)-250205.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS (LWH)-250303.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS (LWH)-250826.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS (LWH)-260501.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS (MH)-250128.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS (MH)-250205.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS (MH)-250303.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS LWH-240829.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS-LWH-240920.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-ARCH DRAWINGS-MH-240920.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-LWH ELEVATIONS STAIR-260407 ver1 and 2.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663 W 48TH-LWH-ARCH DRAWINGS OPTION 3-251021.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663_W_48th_AVE_2024_2024 06 11.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663_W_48th_AVE_2024_2024 07 01.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663_W_48th_AVE_2024_2024 07 20.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\3663_W_48th_AVE_Laneway House_2024_2024 06 03.pdf"
"03 Residential","31142-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\01 Architectural\Stairs-4 - MARKUP.pdf"
"03 Residential","31142-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\31142-01 2026-06-01 3663 West 48th Ave MAIN HOUSE Stickfile.pdf"
"03 Residential","31142-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\31142-01 2026-06-18 3663 West 48th Ave LANEWAY HOUSE Stickfile-Latest.pdf"
"03 Residential","31142-01","structural-issue","\\Kor-fs01\Projects\Projects\03 Residential\31142-01 (3663 W 48th Ave Vancouver)\05 Stickfile\31142-01 2026-06-18 3663 West 48th Ave LANEWAY HOUSE Stickfile.pdf"
"03 Residential","31143-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\31###-01 YYYY-MM-DD Project Name Stickfile.pdf"
"03 Residential","31143-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\31143-S2.08-L5WF-S2.08 - LEVEL 5 PLAN SHOWING LEVEL 6 FRAMING OVER.pdf"
"03 Residential","31143-01","other-stick","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\31143-S2.09-L6WF-S2.09 - LEVEL 6 PLAN SHOWING ROOF FRAMING OVER.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\2406-260310-Henley-Background.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\A2.6_ LEVEL 6 (ROOF AMENITY) PLAN Rev.4.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\A8.9_ TYPICAL DETAILS - CANOPY @ PATIO Rev.3.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2311_251208 - RFI 30 Emerson Clash Detection - Post Meeting Summary_YA.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406-251117-Henley-BP.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406-260108-Henley.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250313_Prem_HENLEY.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250408_Henley Backgrounds.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250417_50IFT_HENLEY.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250505_HENLEY .pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250526_75IFT_HENLEY.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250529_90IFT_Henley.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250605_IFT_HENLEY_Slab Plans.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250619_IFT_HENLEY.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250812_IFT_HENLEY.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250904_HENLEY.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250916_PreBPIFC_Henley.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_250919_PreBPIFCR1_HENLEY.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\2406_251009_BP_Henley_Slab Plans.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\25.02.13 - Larch & 16th - Arch Package - Final - S&S.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\L5 - STEEL CANOPY.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\Pages from 2406_250529_90IFT_Henley.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\Pages from 2406_250812_IFT_HENLEY 1.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\Pages from 2406_250812_IFT_HENLEY.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Obsolete\YA 31143-01 The Henley - Structural 75% IFT 2025-05-15 COMMENTS_.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Review comments\2025.06.16 - The Henley - SCL IFT Review.pdf"
"03 Residential","31143-01","architectural","\\Kor-fs01\Projects\Projects\03 Residential\31143-01 (Larch St & W 16 Vancouver)\05 Stickfile\01 Architectural\Review comments\31143-01 The Henley - Structural 90% IFT May30,25  - YA Concrete.pdf"
