category,job,folder,structural_issues,newest_issue_date,newest_date_from_name,newest_issue,other_stick_pdfs,architectural_pdfs,model_folder,e2k,edb
"03 Residential","30568-02","\\Kor-fs01\Projects\Projects\03 Residential\30568-02 (1388 Continental and  1377 Granville)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\03 Residential\30568-02 (1388 Continental and  1377 Granville)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30570-08","\\Kor-fs01\Projects\Projects\03 Residential\30570-08 (Unit 14811 14807 Marine Dr White Rock)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\03 Residential\30570-08 (Unit 14811 14807 Marine Dr White Rock)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30570-09","\\Kor-fs01\Projects\Projects\03 Residential\30570-09 (Newport EPS 3957 Potential Claim)",0,"","","",0,0,"",0,0
"03 Residential","30591-13","\\Kor-fs01\Projects\Projects\03 Residential\30591-13 (SSQ 2 & 3 Huawei Sink Core Hole Review)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30591-13 (SSQ 2 & 3 Huawei Sink Core Hole Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30593-01","\\Kor-fs01\Projects\Projects\03 Residential\30593-01 (1065 Groveland Rd, Vancouver)",0,"","","",0,0,"",0,0
"03 Residential","30607-04","\\Kor-fs01\Projects\Projects\03 Residential\30607-04 (875 Cambie Street, Vancouver - T.I.)",0,"","","",0,0,"",0,0
"03 Residential","30619-02","\\Kor-fs01\Projects\Projects\03 Residential\30619-02 (Aria Dryway & Slab Crack Review)",0,"","","",0,0,"",0,0
"03 Residential","30619-03","\\Kor-fs01\Projects\Projects\03 Residential\30619-03 (Aria wall)",0,"","","",0,0,"",0,0
"03 Residential","30637-13","\\Kor-fs01\Projects\Projects\03 Residential\30637-13 (River District Parcel 17 Concrete Repair)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30637-13 (River District Parcel 17 Concrete Repair)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30650-05","\\Kor-fs01\Projects\Projects\03 Residential\30650-05 (Arris Calgary Additional Scope)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30650-05 (Arris Calgary Additional Scope)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30651-01","\\Kor-fs01\Projects\Projects\03 Residential\30651-01 (The Bridges - Phase 3)",0,"","","",0,0,"",0,0
"03 Residential","30654-04","\\Kor-fs01\Projects\Projects\03 Residential\30654-04 (1075 Crestline, West Van-Update Drawings)",1,"2024-07-18","yes","\\Kor-fs01\Projects\Projects\03 Residential\30654-04 (1075 Crestline, West Van-Update Drawings)\05 Stickfile\30654-01 2024-07-18 - Crestline - Stickfile.pdf",0,5,"",0,0
"03 Residential","30659-03","\\Kor-fs01\Projects\Projects\03 Residential\30659-03 (Lumina Beta Phase 2)",0,"","","",1,2,"",0,0
"03 Residential","30662-01","\\Kor-fs01\Projects\Projects\03 Residential\30662-01 (618 Carnarvon St New Westminster)",0,"","","",1,35,"",0,0
"03 Residential","30662-05","\\Kor-fs01\Projects\Projects\03 Residential\30662-05 (618 Carnarvon St Tunnel Fan Ceiling)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\03 Residential\30662-05 (618 Carnarvon St Tunnel Fan Ceiling)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30662-06","\\Kor-fs01\Projects\Projects\03 Residential\30662-06 (618 Carnarvon St Unit 1 Core Hole Review)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30662-06 (618 Carnarvon St Unit 1 Core Hole Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30662-07","\\Kor-fs01\Projects\Projects\03 Residential\30662-07 (618 Carnarvon St Lumi Dental)",0,"","","",5,0,"\\Kor-fs01\Projects\Projects\03 Residential\30662-07 (618 Carnarvon St Lumi Dental)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30663-01","\\Kor-fs01\Projects\Projects\03 Residential\30663-01 (1700 Marine Drive)",0,"","","",0,0,"",0,0
"03 Residential","30666-03","\\Kor-fs01\Projects\Projects\03 Residential\30666-03 (Milano Level 5 & Roof Shop Drawings)",0,"","","",0,0,"",0,0
"03 Residential","30667-01","\\Kor-fs01\Projects\Projects\03 Residential\30667-01 (3730 Edgemont Blvd, North Vancouver - Harbourview Projects)",0,"","","",0,0,"",0,0
"03 Residential","30671-03","\\Kor-fs01\Projects\Projects\03 Residential\30671-03 (Sterling Save-On-Foods)",0,"","","",0,0,"",0,0
"03 Residential","30674-12","\\Kor-fs01\Projects\Projects\03 Residential\30674-12 (Gilmore Place Lawsuit PI240",0,"","","",0,0,"",0,0
"03 Residential","30677-29","\\Kor-fs01\Projects\Projects\03 Residential\30677-29 (Sopa Square Lawsuit Strata EPS 5112)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30677-29 (Sopa Square Lawsuit Strata EPS 5112)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30680-01","\\Kor-fs01\Projects\Projects\03 Residential\30680-01 (612-618 Brantford St, New West)",0,"","","",0,0,"",0,0
"03 Residential","30680-02","\\Kor-fs01\Projects\Projects\03 Residential\30680-02 (612-618 Brantford Heritage House)",0,"","","",0,0,"",0,0
"03 Residential","30683-08","\\Kor-fs01\Projects\Projects\03 Residential\30683-08 (537 Foster Ave Coquitlam)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30683-08 (537 Foster Ave Coquitlam)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30687-01","\\Kor-fs01\Projects\Projects\03 Residential\30687-01 (Ninety-six)",0,"","","",0,0,"",0,0
"03 Residential","30687-03","\\Kor-fs01\Projects\Projects\03 Residential\30687-03 (The George Extra Site Inspectons)",0,"","","",0,0,"",0,0
"03 Residential","30692-01","\\Kor-fs01\Projects\Projects\03 Residential\30692-01 (McMyn Road & 191 Street, Pitt Meadows)",0,"","","",0,0,"",0,0
"03 Residential","30692-04","\\Kor-fs01\Projects\Projects\03 Residential\30692-04 (Hyland Park Residences McMyn)",0,"","","",0,0,"",0,0
"03 Residential","30692-05","\\Kor-fs01\Projects\Projects\03 Residential\30692-05 (Hyland Park Pitt Meadows - Rootz T.I)",0,"","","",0,0,"",0,0
"03 Residential","30694-01","\\Kor-fs01\Projects\Projects\03 Residential\30694-01 (SOLO District Phase 4 Tower C)",2,"2025-06-08","yes","\\Kor-fs01\Projects\Projects\03 Residential\30694-01 (SOLO District Phase 4 Tower C)\05 Stickfile\30694-01 2025-06-08 SOLO 4 Stickfile (IFC up to SSI-28).pdf",0,39,"",0,0
"03 Residential","30695-01","\\Kor-fs01\Projects\Projects\03 Residential\30695-01 (Station Square Site 5 - 6080 McKay St - Anthem)",0,"","","",0,0,"",0,0
"03 Residential","30695-14","\\Kor-fs01\Projects\Projects\03 Residential\30695-14 (Station Square Site 5 Beedie Office)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30695-14 (Station Square Site 5 Beedie Office)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30696-10","\\Kor-fs01\Projects\Projects\03 Residential\30696-10 (Unit 5101 6000 McKay Ave Burnaby)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30696-10 (Unit 5101 6000 McKay Ave Burnaby)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30696-11","\\Kor-fs01\Projects\Projects\03 Residential\30696-11 (Unit 5102 6000 McKay Ave Burnaby)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30696-11 (Unit 5102 6000 McKay Ave Burnaby)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30696-14","\\Kor-fs01\Projects\Projects\03 Residential\30696-14 (4632 Kingsway Burnaby Lexus Regency)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30696-14 (4632 Kingsway Burnaby Lexus Regency)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30696-15","\\Kor-fs01\Projects\Projects\03 Residential\30696-15 (SSQ 6 Burnaby Lexus Project)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30696-15 (SSQ 6 Burnaby Lexus Project)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30696-16","\\Kor-fs01\Projects\Projects\03 Residential\30696-16 (SSQ6 Burnaby Brooklyn Dumpling Core Hole)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30696-16 (SSQ6 Burnaby Brooklyn Dumpling Core Hole)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30696-17","\\Kor-fs01\Projects\Projects\03 Residential\30696-17 (SSQ 6 Burnaby Gas Riser Piping Leak)",0,"","","",1,0,"",0,0
"03 Residential","30700-01","\\Kor-fs01\Projects\Projects\03 Residential\30700-01 (Central Park, Abbotsford - Building 8)",0,"","","",0,0,"",0,0
"03 Residential","30700-02","\\Kor-fs01\Projects\Projects\03 Residential\30700-02 (Central Park, Abbotsford - Building 9)",0,"","","",0,0,"",0,0
"03 Residential","30700-03","\\Kor-fs01\Projects\Projects\03 Residential\30700-03 (Central Park, Abbotsford - Building 10)",0,"","","",0,0,"",0,0
"03 Residential","30700-06","\\Kor-fs01\Projects\Projects\03 Residential\30700-06 (Central Park Village - Detention Tank)",0,"","","",0,0,"",0,0
"03 Residential","30700-12","\\Kor-fs01\Projects\Projects\03 Residential\30700-12 (Central Park, Abbotsford - Building 11)",0,"","","",0,0,"",0,0
"03 Residential","30700-13","\\Kor-fs01\Projects\Projects\03 Residential\30700-13 (Central Park Building 8 Crane Loads)",0,"","","",0,0,"",0,0
"03 Residential","30700-14","\\Kor-fs01\Projects\Projects\03 Residential\30700-14 (Central Park Bldg 10 Review Core Holes)",0,"","","",1,0,"",0,0
"03 Residential","30700-15","\\Kor-fs01\Projects\Projects\03 Residential\30700-15 (Central Park Bldg 8 Review Safety)",0,"","","",0,0,"",0,0
"03 Residential","30700-16","\\Kor-fs01\Projects\Projects\03 Residential\30700-16 (Central Park Trading Post)",0,"","","",0,0,"",0,0
"03 Residential","30700-17","\\Kor-fs01\Projects\Projects\03 Residential\30700-17 (Central Park Bldg 8 New Sign)",0,"","","",0,0,"",0,0
"03 Residential","30700-18","\\Kor-fs01\Projects\Projects\03 Residential\30700-18 (Central Park Bldg 8 Review Signage)",0,"","","",0,0,"",0,0
"03 Residential","30700-19","\\Kor-fs01\Projects\Projects\03 Residential\30700-19 (Unit 110 - Schmidt Construction)",0,"","","",0,0,"",0,0
"03 Residential","30701-01","\\Kor-fs01\Projects\Projects\03 Residential\30701-01 (Carlton & Hastings)",0,"","","",0,0,"",0,0
"03 Residential","30701-06","\\Kor-fs01\Projects\Projects\03 Residential\30701-06 (Hastings & Carleton Redesign Shearwall)",0,"","","",0,0,"",0,0
"03 Residential","30701-07","\\Kor-fs01\Projects\Projects\03 Residential\30701-07 (Carleton Add Concrete & Redesign Canopie)",0,"","","",0,0,"",0,0
"03 Residential","30701-08","\\Kor-fs01\Projects\Projects\03 Residential\30701-08 (Hastings & Carleton Redesign Steel Balco)",0,"","","",0,0,"",0,0
"03 Residential","30701-09","\\Kor-fs01\Projects\Projects\03 Residential\30701-09 (Hastings & Carleton West Penthouse)",0,"","","",0,0,"",0,0
"03 Residential","30701-11","\\Kor-fs01\Projects\Projects\03 Residential\30701-11 (Hastings Carleton Elevator Steel Plates)",0,"","","",0,0,"",0,0
"03 Residential","30701-12","\\Kor-fs01\Projects\Projects\03 Residential\30701-12 (Hastings Carleton WF Progress Insp)",0,"","","",0,0,"",0,0
"03 Residential","30701-13","\\Kor-fs01\Projects\Projects\03 Residential\30701-13 (Hastings Carleton Review & Remedial Work)",0,"","","",0,0,"",0,0
"03 Residential","30701-15","\\Kor-fs01\Projects\Projects\03 Residential\30701-15 (Hastings & Carlton Mezz Mech shaft infill)",0,"","","",0,0,"",0,0
"03 Residential","30702-01","\\Kor-fs01\Projects\Projects\03 Residential\30702-01 (Edge 2)",0,"","","",0,0,"",0,0
"03 Residential","30702-03","\\Kor-fs01\Projects\Projects\03 Residential\30702-03 (Edge 2 Condos Canopy Redesign)",0,"","","",0,0,"",0,0
"03 Residential","30703-06","\\Kor-fs01\Projects\Projects\03 Residential\30703-06 (Calla Parkade Stall #170 & #169)",0,"","","",0,0,"\\Kor-fs01\Projects\Projects\03 Residential\30703-06 (Calla Parkade Stall #170 & #169)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30711-01","\\Kor-fs01\Projects\Projects\03 Residential\30711-01 (Duffy Hills, Langley - Building C)",0,"","","",0,0,"",0,0
"03 Residential","30712-01","\\Kor-fs01\Projects\Projects\03 Residential\30712-01 (3595 Kingsway, Hungerford)",0,"","","",0,0,"",0,0
"03 Residential","30720-01","\\Kor-fs01\Projects\Projects\03 Residential\30720-01 (459-465 West 63rd Avenue, Vancouver)",0,"","","",0,0,"",0,0
"03 Residential","30725-01","\\Kor-fs01\Projects\Projects\03 Residential\30725-01 (Fraserview Care Facility)",1,"2019-07-04","yes","\\Kor-fs01\Projects\Projects\03 Residential\30725-01 (Fraserview Care Facility)\05 Stickfile\30725 Struc Stickfile 2019-07-04.pdf",0,0,"",0,0
"03 Residential","30726-01","\\Kor-fs01\Projects\Projects\03 Residential\30726-01 (Duffy Hills A East, Langley",0,"","","",0,0,"",0,0
"03 Residential","30727-01","\\Kor-fs01\Projects\Projects\03 Residential\30727-01 (Duffy Hills TH, Langley)",0,"","","",0,0,"",0,0
"03 Residential","30729-01","\\Kor-fs01\Projects\Projects\03 Residential\30729-01 (660 Clyde Avenue and 657 & 675 Marine Drive, West Vancouver)",0,"","","",0,0,"",0,0
"03 Residential","30729-02","\\Kor-fs01\Projects\Projects\03 Residential\30729-02 (660 Clyde Ave Redesign)",0,"","","",1,0,"",0,0
"03 Residential","30733-04","\\Kor-fs01\Projects\Projects\03 Residential\30733-04 (Parker, 305 West 41st, Vancouver)",0,"","","",0,0,"",0,0
"03 Residential","30734-01","\\Kor-fs01\Projects\Projects\03 Residential\30734-01 (1549 Chesterfield, N Vancouver)",0,"","","",1,0,"",0,0
"03 Residential","30734-02","\\Kor-fs01\Projects\Projects\03 Residential\30734-02 (1550 Chesterfield Ave North Vancouver)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30734-02 (1550 Chesterfield Ave North Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30735-01","\\Kor-fs01\Projects\Projects\03 Residential\30735-01 (Summit Rental Apartments)",0,"","","",1,0,"",0,0
"03 Residential","30743-01","\\Kor-fs01\Projects\Projects\03 Residential\30743-01 (Green, 700 Block East 3rd St, N Vancouver)",1,"2020-04-28","yes","\\Kor-fs01\Projects\Projects\03 Residential\30743-01 (Green, 700 Block East 3rd St, N Vancouver)\05 Stickfile\30743-01 Struct Stickfile 2020-04-28.pdf",1,0,"",0,0
"03 Residential","30751-01","\\Kor-fs01\Projects\Projects\03 Residential\30751-01 (365 East 2nd St)",1,"2021-11-18","yes","\\Kor-fs01\Projects\Projects\03 Residential\30751-01 (365 East 2nd St)\05 Stickfile\30751-01 - 365 Res - Struct Stickfile - 2021-11-18.pdf",1,0,"",0,0
"03 Residential","30756-01","\\Kor-fs01\Projects\Projects\03 Residential\30756-01 (325-343 West 41st Avenue - Small Rental, Vancouver)",1,"2025-12-15","yes","\\Kor-fs01\Projects\Projects\03 Residential\30756-01 (325-343 West 41st Avenue - Small Rental, Vancouver)\05 Stickfile\30756-01 - 2025-12-15 -  5696 Alberta St - Stickfile.pdf",1,30,"\\Kor-fs01\Projects\Projects\03 Residential\30756-01 (325-343 West 41st Avenue - Small Rental, Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,4
"03 Residential","30758-01","\\Kor-fs01\Projects\Projects\03 Residential\30758-01 (Little Mountain Lot BC - Holborn)",0,"","","",2,3,"",0,0
"03 Residential","30762-03","\\Kor-fs01\Projects\Projects\03 Residential\30762-03 (488 West Pender Core Hole Review)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30762-03 (488 West Pender Core Hole Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30768-01","\\Kor-fs01\Projects\Projects\03 Residential\30768-01 (Riva Bldg 5 - Alderbridge Way, Richmond)",4,"2026-09-04","yes","\\Kor-fs01\Projects\Projects\03 Residential\30768-01 (Riva Bldg 5 - Alderbridge Way, Richmond)\05 Stickfile\30768-01 2026-09-04 NEW Riva Bldg 5 Stickfile.pdf",0,13,"",0,0
"03 Residential","30769-01","\\Kor-fs01\Projects\Projects\03 Residential\30769-01 (Riva Bldg 6 - Alderbridge Way, Richmond)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30769-01 (Riva Bldg 6 - Alderbridge Way, Richmond)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30770-09","\\Kor-fs01\Projects\Projects\03 Residential\30770-09 (SOCO 1 Unit 207 Coquitlam Core Hole)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30770-09 (SOCO 1 Unit 207 Coquitlam Core Hole)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30770-11","\\Kor-fs01\Projects\Projects\03 Residential\30770-11 (SOCO 1 Shinhan Bank Coquitlam)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30770-11 (SOCO 1 Shinhan Bank Coquitlam)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30770-13","\\Kor-fs01\Projects\Projects\03 Residential\30770-13 (SOCO 1 Unit 500 Daiso Core Hole Review)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30770-13 (SOCO 1 Unit 500 Daiso Core Hole Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30770-14","\\Kor-fs01\Projects\Projects\03 Residential\30770-14 (SOCO 1 Unit 208 Core Hole Review)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30770-14 (SOCO 1 Unit 208 Core Hole Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30770-15","\\Kor-fs01\Projects\Projects\03 Residential\30770-15 (SOCO 320 Alderson Ave Unit 320)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30770-15 (SOCO 320 Alderson Ave Unit 320)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30771-04","\\Kor-fs01\Projects\Projects\03 Residential\30771-04 (515 Cottonwood Ave Pur & Simple)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30771-04 (515 Cottonwood Ave Pur & Simple)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30773-02","\\Kor-fs01\Projects\Projects\03 Residential\30773-02 (Ella FortisBC Revisions)",0,"","","",1,0,"",0,0
"03 Residential","30779-05","\\Kor-fs01\Projects\Projects\03 Residential\30779-05 (Bordeaux Potential Claim)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30779-05 (Bordeaux Potential Claim)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30780-06","\\Kor-fs01\Projects\Projects\03 Residential\30780-06 (Highline Burnaby Core Hole Review)",0,"","","",2,0,"\\Kor-fs01\Projects\Projects\03 Residential\30780-06 (Highline Burnaby Core Hole Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30780-08","\\Kor-fs01\Projects\Projects\03 Residential\30780-08 (Hyatt Place Signage 6505 Burnaby)",1,"2025-11-07","yes","\\Kor-fs01\Projects\Projects\03 Residential\30780-08 (Hyatt Place Signage 6505 Burnaby)\05 Stickfile\30780-01 2025-11-07 Hyatt Signage Stickfile.pdf",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30780-08 (Hyatt Place Signage 6505 Burnaby)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30780-09","\\Kor-fs01\Projects\Projects\03 Residential\30780-09 (Hyatt Hotel Burnaby Lobby Vestibule)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30780-09 (Hyatt Hotel Burnaby Lobby Vestibule)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30780-10","\\Kor-fs01\Projects\Projects\03 Residential\30780-10 (6505 Sussex Ave Hyatt Signage Install)",1,"2026-03-03","yes","\\Kor-fs01\Projects\Projects\03 Residential\30780-10 (6505 Sussex Ave Hyatt Signage Install)\05 Stickfile\30780-01 2026-03-03 Hyatt Signage Stickfile.pdf",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30780-10 (6505 Sussex Ave Hyatt Signage Install)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30783-01","\\Kor-fs01\Projects\Projects\03 Residential\30783-01 (500 Foster Avenue & 633 North Road, Coquitlam - HIGH-RISE)",1,"2026-05-04","yes","\\Kor-fs01\Projects\Projects\03 Residential\30783-01 (500 Foster Avenue & 633 North Road, Coquitlam - HIGH-RISE)\05 Stickfile\30783-01 - 2026-05-04 - 500 Foster Ave - Stickfile (Including SSI 23).pdf",0,46,"",0,0
"03 Residential","30784-01","\\Kor-fs01\Projects\Projects\03 Residential\30784-01 (500 Foster Avenue & 633 North Road, Coquitlam - WOOD FRAME)",5,"2026-09-09","yes","\\Kor-fs01\Projects\Projects\03 Residential\30784-01 (500 Foster Avenue & 633 North Road, Coquitlam - WOOD FRAME)\05 Stickfile\30784-01  500 Foster Ave Stickfile -2026-09-09 (UPTO SSI-10).pdf",0,50,"",0,0
"03 Residential","30785-01","\\Kor-fs01\Projects\Projects\03 Residential\30785-01 (5505 Dunbar Street, Vancouver)",0,"","","",0,0,"",0,0
"03 Residential","30788-02","\\Kor-fs01\Projects\Projects\03 Residential\30788-02 (9675 King George Blvd Surrey Unit 102)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30788-02 (9675 King George Blvd Surrey Unit 102)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30791-02","\\Kor-fs01\Projects\Projects\03 Residential\30791-02 (Basalt 5058 Cambie St Shared Parkade)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30791-02 (Basalt 5058 Cambie St Shared Parkade)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30791-03","\\Kor-fs01\Projects\Projects\03 Residential\30791-03 (5058 Cambie St Vancouver CMU Infill Wall)",0,"","","",0,0,"",0,0
"03 Residential","30798-01","\\Kor-fs01\Projects\Projects\03 Residential\30798-01 (GWL Realty - East 2nd Street & St. Georges Avenue, North Vancouver)",0,"","","",0,0,"",0,0
"03 Residential","30798-02","\\Kor-fs01\Projects\Projects\03 Residential\30798-02 (LOLO, 222 East 2nd - Tree Revisions)",0,"","","",1,0,"",0,0
"03 Residential","30798-05","\\Kor-fs01\Projects\Projects\03 Residential\30798-05 (LOLO 222 East 2nd St East Side Canopy)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30798-05 (LOLO 222 East 2nd St East Side Canopy)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30798-06","\\Kor-fs01\Projects\Projects\03 Residential\30798-06 (LOLO 222 East 2nd St Redesign Roof Fence)",1,"2022-07-20","yes","\\Kor-fs01\Projects\Projects\03 Residential\30798-06 (LOLO 222 East 2nd St Redesign Roof Fence)\05 Stickfile\30798-01 Lolo Stickfile 2022-07-20.pdf",2,0,"\\Kor-fs01\Projects\Projects\03 Residential\30798-06 (LOLO 222 East 2nd St Redesign Roof Fence)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30802-01","\\Kor-fs01\Projects\Projects\03 Residential\30802-01 (Thurlow & Burnaby, Vancouver - Intracorp)",0,"","","",0,0,"",0,0
"03 Residential","30804-01","\\Kor-fs01\Projects\Projects\03 Residential\30804-01 (899 Esquimalt Road & 896 Wollaston Street, Victoria)",1,"2024-09-24","yes","\\Kor-fs01\Projects\Projects\03 Residential\30804-01 (899 Esquimalt Road & 896 Wollaston Street, Victoria)\05 Stickfile\30804-01 2024-09-24 - Pacific House - Stickfile SSI 08.pdf",0,18,"",0,0
"03 Residential","30807-01","\\Kor-fs01\Projects\Projects\03 Residential\30807-01 (Carnarvon Garden, 823 Carnarvon St, New Westminster)",1,"2022-05-12","yes","\\Kor-fs01\Projects\Projects\03 Residential\30807-01 (Carnarvon Garden, 823 Carnarvon St, New Westminster)\05 Stickfile\30807-01 Structural Stickfile- 2022-05-12.pdf",1,22,"",0,0
"03 Residential","30807-02","\\Kor-fs01\Projects\Projects\03 Residential\30807-02 (Ovation, 823 Carnarvon St - Addition Fee)",0,"","","",0,0,"",0,0
"03 Residential","30809-14","\\Kor-fs01\Projects\Projects\03 Residential\30809-14 (Unit 209 Finlay St White Rock)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30809-14 (Unit 209 Finlay St White Rock)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30809-16","\\Kor-fs01\Projects\Projects\03 Residential\30809-16 (Coring for Plumbing Pipes Unit #212)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30809-16 (Coring for Plumbing Pipes Unit #212)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30809-17","\\Kor-fs01\Projects\Projects\03 Residential\30809-17 (Unit 109 1522 Finlay St)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30809-17 (Unit 109 1522 Finlay St)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30811-01","\\Kor-fs01\Projects\Projects\03 Residential\30811-01 (32888 MacLure Road, Abbotsford)",1,"2019-02-05","yes","\\Kor-fs01\Projects\Projects\03 Residential\30811-01 (32888 MacLure Road, Abbotsford)\05 Stickfile\30811 Struc Stickfile 2019-02-05.pdf",1,0,"",0,0
"03 Residential","30812-04","\\Kor-fs01\Projects\Projects\03 Residential\30812-04 (143 E 13th St North Vancouver TI)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30812-04 (143 E 13th St North Vancouver TI)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30812-05","\\Kor-fs01\Projects\Projects\03 Residential\30812-05 (MNV 13th St North Vancouver)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30812-05 (MNV 13th St North Vancouver)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30812-06","\\Kor-fs01\Projects\Projects\03 Residential\30812-06 (Millennium Central Small Victory TI)",0,"","","",0,0,"",0,0
"03 Residential","30812-07","\\Kor-fs01\Projects\Projects\03 Residential\30812-07 (Millennium MNV Level P1 Core Hole Review)",0,"","","",1,0,"\\Kor-fs01\Projects\Projects\03 Residential\30812-07 (Millennium MNV Level P1 Core Hole Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
"03 Residential","30812-08","\\Kor-fs01\Projects\Projects\03 Residential\30812-08 (Millennium MNV Level 3 Core Hole Review)",0,"","","",2,0,"\\Kor-fs01\Projects\Projects\03 Residential\30812-08 (Millennium MNV Level 3 Core Hole Review)\02 Engineering\02 Lateral Design\01 ETABS Models",0,0
