GroupKey,SurvivorId,SurvivorName,SurvivorKind,LoserId,LoserName,LoserKind,FkRefsRepointed
rigakuamericas,73242,RIGAKU AMERICAS CORPORATION,Vendor,14472,Rigaku Americas Corp,Vendor,6
rikjakconstruction,46824,RIKJAK CONSTRUCTION LTD.,GC,73663,RIKJAK CONSTRUCTION LIMITED,Vendor,2
robertson,59055,ROBERTSON & COMPANY LTD,Vendor,73550,ROBERTSON GROUP LTD,Vendor,2
rockwoodtransportation,43988,ROCKWOOD TRANSPORTATION LTD,Vendor,73661,ROCKWOOD TRANSPORTATION CO LTD,Vendor,2
rockysplumbingheating,50890,ROCKY'S PLUMBING & HEATING LTD.,Vendor,73042,ROCKY'S PLUMBING & HEATING,Vendor,3
rogerscommunications,14665,Rogers Communications,Vendor,73484,ROGERS COMMUNICATIONS PARTNERSHIP,Vendor,4
rogerscommunications,14665,Rogers Communications,Vendor,73636,Rogers Communications Inc.,Vendor,2
roystruckinglandscaping,44651,ROY'S TRUCKING & LANDSCAPING LTD,Vendor,73612,ROY'S TRUCKING & LANDSCAPING,Vendor,2
rrhvacandcontrols,43746,R&R HVAC AND CONTROLS LTD,Vendor,73561,R&R HVAC AND CONTROLS LIMITED,Vendor,2
ryzukgeotechnical,59617,Ryzuk Geotechnical,Subcontractor,73054,RYZUK GEOTECHNICAL LTD.,Vendor,3
sahdisasterrestorationservices,41657,S A H DISASTER RESTORATION SERVICES LTD,Vendor,73623,S.A.H DISASTER RESTORATION SERVICES,Vendor,2
salishseaindustrialservices,42975,SALISH SEA INDUSTRIAL SERVICES,Vendor,73478,SALISH SEA INDUSTRIAL SERVICES LTD,Vendor,3
samsonassociéscpaconsultation,39373,SAMSON & ASSOCIÉS CPA/CONSULTATION INC,Vendor,72943,Samson & Associés CPA/Consultation,Vendor,2
saskpower,53104,SASK POWER CORPORATION,Vendor,73502,SASKPOWER,Vendor,2
scashippingconsultantsassociated,63196,SCA Shipping Consultants Associated Ltd.,Vendor,73425,S.C.A. - Shipping Consultants Associated,Vendor,2
scottbuilders,15089,Scott Builders Inc.,GC,73524,SCOTT BUILDERS,Vendor,2
seacrestelectric,41178,SEACREST ELECTRIC LTD,Vendor,73662,SEACREST ELECTRIC LIMITED,Vendor,2
sedesignandconsulting,15109,SE Design and Consulting,Vendor,73439,SE Design and Consulting Inc.,Vendor,2
sepw,52679,SEPW ARCHITECTURE INC.,Architect,72706,SEPW ARCHITECTURE ltd.,Vendor,16
sepw,52679,SEPW ARCHITECTURE INC.,Architect,73434,SEPW,Vendor,2
servantdunbrackmckenziemacdonald,63386,"Servant, Dunbrack, McKenzie & MacDonald",Vendor,73466,"Servant, Dunbrack, McKenzie & MacDonald Ltd.",Vendor,2
shawelectricalservices,43179,SHAW ELECTRICAL SERVICES,Vendor,73529,SHAW ELECTRICAL SERVICES LTD,Vendor,2
shippingconsultantsassociated,63218,Shipping Consultants Associated Ltd,Vendor,73424,Shipping Consultants Associated,Vendor,2
shuot,63341,S. Huot Inc,Vendor,73423,S. HUOT,Vendor,5
simner,39270,SIMNER CORPORATION,Vendor,73449,Simner Corp.,Vendor,2
simpsonbuildingcontractors,51829,SIMPSON BUILDING CONTRACTORS LTD.,Vendor,73415,SIMPSON BUILDING CONTRACTORS LIMITED,Vendor,2
simsonmaxwell,15444,Simson Maxwell,Vendor,73026,Simson-Maxwell Ltd.,Vendor,3
sisystems,14856,S.i. Systems,Vendor,72694,S.I. SYSTEMS PARTNERSHIP,Vendor,7
slobodanpsimonovicconsulting,64756,SLOBODAN P. SIMONOVIC CONSULTING,Vendor,72880,SLOBODAN P SIMONOVIC CONSULTING LTD,Vendor,3
smcnconsulting,69516,SMCN Consulting,Subcontractor,73311,SMCN CONSULTING INC,Vendor,3
snclavalin,15558,SNC Lavalin Inc.,Vendor,73406,SNC Lavalin,Vendor,4
softchoice,15583,SoftChoice,Vendor,72777,SOFTCHOICE CORPORATION,Vendor,3
solotech,15619,SOLOTECH INC.,Vendor,73518,SOLOTECH,Vendor,2
southsidecommunications,39071,Southside Communications Inc.,Buyer,73080,Southside Communications,Vendor,3
spacesavermobilestoragesystems,15741,Spacesaver Mobile Storage Systems Corporation,Vendor,73634,Spacesaver Mobile Storage Systems,Vendor,2
spacesaversystemsmaritime,43687,SPACESAVER SYSTEMS MARITIME,Vendor,73631,Spacesaver Systems Maritime Ltd,Vendor,2
sparkpowerhighvoltageservices,42098,SPARK POWER HIGH VOLTAGE SERVICES INC,Vendor,73605,SPARK POWER HIGH VOLTAGE SERVICES,Vendor,2
spearheadmanagementcanada,55761,SPEARHEAD MANAGEMENT CANADA LTD,Vendor,72921,SPEARHEAD MANAGEMENT CANADA LIMITED,Vendor,2
spectrum360lrrt,57835,SPECTRUM 360 LR-RT INCORPORATED,Vendor,72520,SPECTRUM 360 LR-RT INC.,Vendor,3
sperraconstruction,49427,Sperra Construction,GC,73647,SPERRA CONSTRUCTION GROUP INC.,Vendor,6
sphyrnasecurity,55444,Sphyrna Security Inc.,Vendor,73205,SPHYRNA SECURITY INCORPORATED,Vendor,3
stagconstructionsolutions,47991,Stag Construction Solutions ltd,Vendor,73428,STAG CONSTRUCTION SOLUTIONS,Vendor,3
stantec,38934,Stantec Inc.,Competitor,72666,Stantec,Vendor,3
stantec,38934,Stantec Inc.,Competitor,72692,STANTEC ARCHITECTURE LTD.,Vendor,84
stantec,38934,Stantec Inc.,Competitor,72700,STANTEC ARCHITECTURE LIMITED,Vendor,12
stantecconsulting,15944,Stantec Consulting Ltd,Competitor,73376,Stantec Consulting Limited,Vendor,5
stantecconsulting,15944,Stantec Consulting Ltd,Competitor,73405,Stantec Consulting,Vendor,6
stasesonkleinapplicators,52904,STASESON - KLEIN APPLICATORS LTD,Vendor,73511,STASESON KLEIN APPLICATORS,Vendor,2
stoneleighstrategies,61996,STONELEIGH STRATEGIES INC.,Vendor,73351,STONELEIGH STRATEGIES,Vendor,2
stonhard,41290,STONHARD,Vendor,73656,STONHARD LTD,Vendor,2
storyconstruction,51309,STORY CONSTRUCTION LTD,GC,73476,STORY CONSTRUCTION,Vendor,2
strangemoreelectricalservices,43877,STRANGEMORE' ELECTRICAL SERVICES LTD.,Vendor,73645,STRANGEMORE ELECTRICAL SERVICES,Vendor,2
strongbrosgeneralcontracting,41451,STRONG BROS GENERAL CONTRACTING LTD,GC,73431,Strong Bros General Contracting,Vendor,6
suncorenergyproducts,16246,Suncor Energy Products Partnership,Vendor,73596,SUNCOR ENERGY PRODUCTS,Vendor,3
supercleanservices,46906,Super Clean Services Ltd,Vendor,73688,SUPER CLEAN SERVICES LIMITED,Vendor,2
survivalsystemstraining,60018,SURVIVAL SYSTEMS TRAINING LIMITED,Vendor,73446,Survival Systems Training Ltd,Vendor,2
sweetlandsaggregate,43879,SWEETLANDS AGGREGATE,Vendor,73681,SWEETLANDS AGGREGATE LTD.,Vendor,2
swiftunderground,53081,SWIFT UNDERGROUND LTD,Vendor,73513,SWIFT UNDERGROUND,Vendor,2
systematixitsolutions,56991,SYSTEMATIX IT SOLUTIONS INC.,Vendor,73185,SYSTEMATIX IT SOLUTIONS,Vendor,3
systematixsolutionsti,62541,SYSTEMATIX SOLUTIONS TI INC,Vendor,72686,SYSTEMATIX SOLUTIONS TI,Vendor,3
systemeincendieleclerc,42242,SYSTEME INCENDIE LECLERC INC,Vendor,73460,Systeme Incendie Leclerc,Vendor,2
tabproductsofcanada,16460,"TAB PRODUCTS OF CANADA, CO.",Vendor,73660,TAB PRODUCTS OF CANADA LIMITED,Vendor,3
taghrtheassociates,61844,TAG HR - THE ASSOCIATES GROUP,Vendor,72849,TAG HR THE ASSOCIATES GROUP INC.,Vendor,3
talonenergyservices,40952,TALON ENERGY SERVICES,Vendor,73601,TALON ENERGY SERVICES INC.,Vendor,4
tannasconservationservices,16498,Tannas Conservation Services,Vendor,72813,Tannas Conservation Services Ltd.,Vendor,6
targetfabrication,41253,TARGET FABRICATION INC,Vendor,73472,Target Fabrication,Vendor,2
teameagle,16558,Team Eagle Ltd,Vendor,73455,Team Eagle,Vendor,2
tekconsultants,51296,TEK CONSULTANTS LTD,Vendor,73369,TEK CONSULTANTS LIMITED,Vendor,2
teknionfurnituresystems,39692,TEKNION FURNITURE SYSTEMS LTD.,Vendor,72920,TEKNION FURNITURE SYSTEMS,Vendor,2
teksystemscanada,57576,TEKSYSTEMS CANADA CORP,Vendor,72674,TEKSYSTEMS CANADA INC.,Vendor,6
telecomcomputer,39218,TELECOM COMPUTER INC,Vendor,73490,TELECOM COMPUTER,Vendor,4
teluscommunications,16624,TELUS Communications Inc,Vendor,73132,TELUS COMMUNICATIONS CO.,Vendor,3
teluscommunications,16624,TELUS Communications Inc,Vendor,73487,TELUS COMMUNICATIONS COMPANY,Vendor,2
tenaquip,16635,Tenaquip Ltd,Vendor,73621,Tenaquip Limited,Vendor,2
terrylavalleeconstruction,43033,TERRY LAVALLEE CONSTRUCTION,GC,73479,TERRY LAVALLEE CONSTRUCTION LTD,Vendor,2
theaim,39303,THE AIM GROUP INC,Vendor,72554,The Aim Group,Vendor,5
thelansdowneconsulting,49148,THE LANSDOWNE CONSULTING GROUP INC,Vendor,73227,THE LANSDOWNE CONSULTING GROUP,Vendor,4
themanufacturerslifeinsurance,51298,THE MANUFACTURERS LIFE INSURANCE,Vendor,73597,THE MANUFACTURERS LIFE INSURANCE CO,Vendor,3
themashakrupptranslation,16854,The Masha Krupp Translation Group Limited,Vendor,72540,The Masha Krupp Translation,Vendor,4
themashakrupptranslation,16854,The Masha Krupp Translation Group Limited,Vendor,73187,THE MASHA KRUPP TRANSLATION GROUP LTD.,Vendor,4
thinkpoint,62270,THINKPOINT INC.,Vendor,73384,ThinkPoint,Vendor,5
thomasschmidt,56272,Thomas & Schmidt Inc,Vendor,73381,Thomas & Schmidt.,Vendor,5
timberlakeconstruction,49965,Timberlake Construction Co. Ltd.,Vendor,73691,TIMBERLAKE CONSTRUCTION LTD.,Vendor,2
tireefacilitysolutions,67828,TIREE FACILITY SOLUTIONS,Vendor,72613,Tiree Facility Solutions Inc.,Vendor,15
tlseengineering,70728,TLSE Engineering,Competitor,73324,TLSE ENGINEERING INC.,Vendor,2
tmpconsultingengineersalberta,17064,TMP Consulting Engineers (Alberta) Ltd,Vendor,73067,TMP Consulting Engineers (Alberta),Vendor,4
topdeskcanada,17123,TOPdesk Canada,Vendor,73165,TOPDESK CANADA INC.,Vendor,3
toromontarctic,51713,TOROMONT ARCTIC LTD,Vendor,73569,TOROMONT ARCTIC LIMITED,Vendor,3
torontometropolitanuniversity,57713,TORONTO METROPOLITAN UNIVERSITY,Vendor,72945,TORONTO METROPOLITAN UNIVERSITY c/o,Vendor,2
touchstonesolutions,61999,TOUCHSTONE SOLUTIONS LIMITED,Vendor,73280,TOUCHSTONE SOLUTIONS LTD.,Vendor,2
tpcrawford,46522,T.P. CRAWFORD LIMITED,Vendor,73373,T.P. Crawford Ltd,Vendor,2
transoftsolutions,63588,Transoft Solutions,Vendor,73441,Transoft Solutions Inc.,Vendor,2
trigenex,68103,TRIGENEX,Vendor,73363,TRIGENEX INC,Vendor,3
trmtechnologies,39153,TRM TECHNOLOGIES INC.,Vendor,72781,TRM TECHNOLOGIES,Vendor,2
trylontsf,43334,TRYLON T.S.F.,Vendor,73058,TRYLON TSF INC.,Vendor,3
tundratechnicalsolutions,17415,Tundra Technical Solutions Inc.,Vendor,72925,TUNDRA TECHNICAL SOLUTIONS,Vendor,2
turningtechnologiescanada,17438,TURNING TECHNOLOGIES CANADA INC.,Vendor,73136,TURNING TECHNOLOGIES CANADA,Vendor,3
turtleislandstaffing,50636,TURTLE ISLAND STAFFING INC.,Vendor,72519,Turtle Island Staffing,Vendor,6
twoworldsconsulting,17458,Two Worlds Consulting Ltd.,Vendor,72947,Two Worlds Consulting,Vendor,2
ubiquscanada,17481,Ubiqus Canada Inc.,Vendor,73336,UBIQUS CANADA,Vendor,3
ultimateprogressleadership,59109,"Ultimate Progress Leadership Group,",Vendor,72673,ULTIMATE PROGRESS LEADERSHIP,Vendor,3
unigec,39652,UNIGEC INC.,Vendor,73335,UNIGEC,Vendor,4
upperleveldoors,47464,UPPER LEVEL DOORS,Vendor,73699,Upper Level Doors Inc,Vendor,2
urbanarts,69121,Urban Arts Architecture,Architect,73235,URBAN ARTS ARCHITECTURE INC.,Vendor,3
valcomconsulting,59127,VALCOM CONSULTING GROUP INC,Vendor,73382,Valcom Consulting Group,Vendor,8
valcomconsulting,59127,VALCOM CONSULTING GROUP INC,Vendor,73427,Valcom Consulting Group Ltd.,Vendor,4
victoriashipyards,47756,Victoria Shipyards Co Ltd.,Vendor,73642,VICTORIA SHIPYARDS COMPANY LIMITED,Vendor,2
vviconstruction,70827,VVI Construction,GC,73708,VVI Construction Ltd,Vendor,2
w3design,73018,W3 Design Group,Vendor,17985,W3 Design Group Inc.,Vendor,4
wahlconstruction,17998,Wahl Construction Ltd,GC,73374,WAHL CONSTRUCTION,Vendor,7
wajax,18006,Wajax,Vendor,73614,WAJAX LIMITED,Vendor,2
waterdonconstruction,40934,WATERDON CONSTRUCTION LIMITED,Vendor,73432,Waterdon Construction,Vendor,2
waterworksconstruction,46735,Waterworks Construction,GC,73689,WATERWORKS CONSTRUCTION LIMITED,Vendor,3
wellspringworldwide,64509,WELLSPRING WORLDWIDE,Vendor,73306,WELLSPRING WORLDWIDE INC,Vendor,3
wesgroupproperties,12,Wesgroup Properties Ltd.,KorClient,73653,WESGROUP PROPERTIES LP,Vendor,2
wesgroupproperties,12,Wesgroup Properties Ltd.,KorClient,73793,Wesgroup Properties,Developer,2
westhawkassociates,18216,West Hawk Associates Inc.,Vendor,73279,WEST  HAWK ASSOCIATES,Vendor,2
westowercommunications,18359,Westower Communications Ltd,Vendor,72699,WESTOWER COMMUNICATIONS,Vendor,5
wf,18390,WF Architecture Inc,Architect,73475,WF Group Inc.,Unknown,2
williamsengineeringcanada,71127,Williams Engineering Canada,Competitor,73035,Williams Engineering Canada Inc,Vendor,3
workplacemedical,18604,Workplace Medical Corp.,Vendor,73125,WORKPLACE MEDICAL CORPORATION,Vendor,3
wppgroupcanadacommunications,62905,WPP Group Canada Communications Limited,Vendor,72560,WPP GROUP CANADA COMMUNICATIONS LTD,Vendor,2
wppgroupcanadacommunications,62905,WPP Group Canada Communications Limited,Vendor,72853,WPP GROUP CANADA COMMUNICATIONS,Vendor,4
wspcanada,18657,WSP Canada Inc.,Competitor,72820,Wsp Canada Group Limited,Vendor,88
wspcanada,18657,WSP Canada Inc.,Competitor,73452,WSP CANADA,Vendor,2
wspeicanada,18670,WSP E & I Canada Limited,Vendor,73358,WSP E&I Canada Ltd,Vendor,13
wspeicanada,18670,WSP E & I Canada Limited,Vendor,73372,WSP E&I Canada,Vendor,2
xylemcanada,18713,Xylem Canada Company,Vendor,73007,Xylem Canada Lp,Vendor,4
yardsticksoftware,65360,YARDSTICK SOFTWARE INC,Vendor,73274,YARDSTICK SOFTWARE,Vendor,3
zeidler,18771,Zeidler Architecture,Architect,72791,Zeidler Architecture Inc.,Vendor,16
zuluaggregates,18808,Zulu Aggregates,Vendor,73703,Zulu Aggregates Inc,Vendor,2
