FamilyKey,Action,LoserId,LoserName,LoserKind,LoserWeight,LoserEnrich,SurvivorId,SurvivorName,SurvivorKind,SurvivorWeight,Confidence,Evidence
"alberta seniors smoky lake foundation",RETIRE_JV,53380,"Alberta Seniors / Smoky Lake Foundation",Buyer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"polygon homes parklane homes",RETIRE_JV,54139,"Polygon Homes/Parklane Homes",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"nai kun wind development inc abb new ventures",RETIRE_JV,54153,"Nai Kun Wind Development Inc./ABB New Ventures",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"alberta infrastructure alberta sustainable resource",RETIRE_JV,53349,"Alberta Infrastructure / Alberta Sustainable Resource Development",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"alberta environment alberta sustainable resource",RETIRE_JV,53342,"Alberta Environment / Alberta Sustainable Resource Development",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"immigrant services society of british columbia terra housing",RETIRE_JV,54220,"Immigrant Services Society of British Columbia (ISS of BC)/Terra Housing",Buyer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"fram building group slokker canada corp tricon capital",RETIRE_JV,53318,"FRAM Building Group / Slokker Canada Corp. / Tricon Capital Group",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"calgary stampede calgary opera",RETIRE_JV,53643,"Calgary Stampede / Calgary Opera",Developer,4,0,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"volar engineering",RETIRE_JV,45568,"Volar Engineering/ CO",Competitor,4,0,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"architectural technologies contractor",RETIRE_JV,36871,"Architectural technologies / Contractor",Architect,4,0,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"beecher bay first nation metchosin langford",RETIRE_JV,54368,"Beecher Bay First Nation/Metchosin/Langford",Buyer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"diamond schmitt architects cei",RETIRE_JV,54389,"Diamond Schmitt Architects / CEI Architecture",Architect,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"holborn group bc housing city of",RETIRE_JV,54409,"Holborn Group/BC Housing/ City of Vancouver",Buyer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"times square holdings ltd 785 denman street",RETIRE_JV,27399,"Times Square Holdings Ltd/785 Denman Street Ltd",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"metropia knightsbridge homes riocan",RETIRE_JV,53411,"Metropia / Knightsbridge Homes / RioCan",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"gbl architects pfs",RETIRE_JV,54425,"GBL Architects/ PFS Studio",Architect,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"town of barrhead county of barrhead",RETIRE_JV,53421,"Town of Barrhead / County of Barrhead",Buyer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"whistling wind whistler blackcomb",RETIRE_JV,54081,"Whistling Wind/Whistler-Blackcomb",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"primco holdings stack modular",RETIRE_JV,53649,"Primco Holdings / Stack Modular",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"altagas ltd painted pony petroleum",RETIRE_JV,53677,"AltaGas Ltd./ Painted Pony Petroleum Ltd.",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"steelhead lng corp huu ay aht first nations",RETIRE_JV,53707,"Steelhead LNG Corp./ Huu-ay-aht First Nations",Buyer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"saanich senior living inc baybridge senior living",RETIRE_JV,53728,"Saanich Senior Living Inc./ Baybridge Senior Living",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"gmc projects ltd league financial",RETIRE_JV,53765,"GMC Projects Ltd./League Financial Partners",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"parkland foundation the bethany",RETIRE_JV,53538,"Parkland Foundation / The Bethany Group",Buyer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"decidedly jazz danceworks kahanoff centre for charitable activities",RETIRE_JV,53533,"Decidedly Jazz Danceworks / Kahanoff Centre for Charitable Activities",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"kiwanis seniors housing society polygon homes",RETIRE_JV,53825,"Kiwanis Seniors Housing Society/ Polygon Homes",Buyer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"adera macdonald",RETIRE_JV,54806,"Adera/ Macdonald Developments",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"cnrl nrc pond biofuels",RETIRE_JV,53475,"CNRL / NRC / Pond Biofuels",Developer,4,0,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"terasen gas kelowna city",RETIRE_JV,53890,"Terasen Gas/Kelowna City",Buyer,4,0,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"tennis alberta tennis",RETIRE_JV,53456,"Tennis Alberta / Tennis Canada",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"smartcentres calloway reit",RETIRE_JV,54024,"SmartCentres/Calloway REIT",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"bellstar development inc co operators",RETIRE_JV,54069,"Bellstar Development Inc./Co-operators Development Corp. Ltd.",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"locations west investments brandenburg",RETIRE_JV,54076,"Locations West Investments/Brandenburg Properties",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"bfw developments ltd city of",RETIRE_JV,54105,"BFW Developments Ltd./City of Surrey",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"hunt tse triple eight",RETIRE_JV,21584,"Hunt Tse / Triple Eight Construction Co Ltd",GC,4,0,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"musson cattell mackey partnership arthur erickson",RETIRE_JV,54316,"Musson Cattell Mackey Partnership/Arthur Erickson",Architect,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"atco energy solutions petrogas energy",RETIRE_JV,53588,"ATCO Energy Solutions / Petrogas Energy Corp.",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"reward construction ltd global sport resources",RETIRE_JV,14399,"Reward Construction Ltd/Global Sport Resources Ltd",GC,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"prince rupert port authority metlakatla",RETIRE_JV,54706,"Prince Rupert Port Authority/ Metlakatla Development Corp.",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"renewable hydrogen canada fortis bc green investment",RETIRE_JV,54772,"Renewable Hydrogen Canada/ Fortis BC/ Green Investment Group",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"g j construction group joburg aggregates",RETIRE_JV,7854,"G&J Construction Group/Joburg Aggregates",GC,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"coromandel properties peterson",RETIRE_JV,54787,"Coromandel Properties/ Peterson Group",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"allaire homes the circadian",RETIRE_JV,54788,"Allaire Homes/ The Circadian Group",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"shapeproperties morguard investments",RETIRE_JV,54635,"ShapeProperties/ Morguard Investments",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"nwp coal canada ltd bathurst resources",RETIRE_JV,54668,"NWP Coal Canada Ltd./ Bathurst Resources",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"prince rupert port authority dp world",RETIRE_JV,54568,"Prince Rupert Port Authority/ DP World",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"h2 architecture ltd burgess bredo",RETIRE_JV,8637,"H2 Architecture Ltd./ Burgess Bredo Architect Ltd.",Architect,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"crombie reit ledcor",RETIRE_JV,54513,"Crombie REIT/Ledcor",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"intracorp developments strand",RETIRE_JV,54455,"Intracorp Developments/ Strand Development",Developer,4,0,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"mcf housing for seniors silvera",RETIRE_JV,800,"MCF Housing for Seniors/Silvera",Buyer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"bremner trio hydro corp connor clark lunn infrastructure",RETIRE_JV,54567,"Bremner Trio Hydro Corp./ Connor, Clark & Lunn Infrastructure",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"bosa properties kingswood capital",RETIRE_JV,54610,"Bosa Properties/ Kingswood Capital Corp.",Developer,4,1,,,,,Review,"slash-joined JV row; linkWeight=4; project artifact, retire not merge"
"s2 architecture gh3",RETIRE_JV,74102,"S2 Architecture / gh3*",Architect,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"stantec architecture two row",RETIRE_JV,74103,"Stantec Architecture / Two Row Architecture",Architect,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"morguard investments ltd verus",RETIRE_JV,53446,"Morguard Investments Ltd. / Verus Partners Canada",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"government of alberta alberta cancer foundation",RETIRE_JV,53445,"Government of Alberta / Alberta Cancer Foundation",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"century casinos united horsemen of",RETIRE_JV,53431,"Century Casinos / United Horsemen of Alberta",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"christenson communities laebon homes",RETIRE_JV,53490,"Christenson Communities / Laebon Homes",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"farmer construction campbell",RETIRE_JV,70803,"Farmer Construction / Campbell Construction",GC,3,2,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"alberta wind energy corp mainstream renewable power",RETIRE_JV,53495,"Alberta Wind Energy Corp. / Mainstream Renewable Power",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"telus westbank allied",RETIRE_JV,53499,"Telus / Westbank / Allied Properties",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"torgan group mpi property",RETIRE_JV,53511,"The Torgan Group / MPI Property Group",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"batistella developments dobbin",RETIRE_JV,53519,"Batistella Developments / Dobbin Group",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"enn canada corp ferus natural gas fuels",RETIRE_JV,53525,"ENN Canada Corp. / Ferus Natural Gas Fuels",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"earthwise construction ltd bid amounts w o gst",RETIRE_JV,6570,"Earthwise Construction Ltd. Bid amounts w/o GST.",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"grosvenor cressey",RETIRE_JV,53561,"Grosvenor / Cressey Development Group",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"braniff construction ltd faction",RETIRE_JV,70673,"Braniff Construction Ltd / Faction Construction",GC,3,2,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"city of calgary calgary municipal land",RETIRE_JV,74169,"City of Calgary / Calgary Municipal Land Corporation",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"city of edmonton edmonton public library",RETIRE_JV,74177,"City of Edmonton / Edmonton Public Library",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"diverse properties ltd seraphim investments",RETIRE_JV,74194,"Diverse Properties Ltd / Seraphim Investments Ltd",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"intergulf development group cidex signature homes",RETIRE_JV,53492,"Intergulf Development Group / Cidex Signature Homes",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"jenex construction wilde brothers",RETIRE_JV,9945,"Jenex Construction / Wilde Brothers Engineering Ltd",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"fraser health authority province of",RETIRE_JV,72461,"Fraser Health Authority / Province of BC",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"jones lang lasalle real estate services inc jones lang lasalle services immobiliers",RETIRE_JV,10064,"JONES LANG LASALLE REAL ESTATE SERVICES, INC./ JONES LANG LASALLE SERVICES IMMOBILIERS, INC.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"vicary resources inc iron arm civil construction of blairmore ab",RETIRE_JV,17842,"Vicary Resources Inc./Iron Arm Civil Construction Of Blairmore, AB",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"kpmb architects stantec",RETIRE_JV,71502,"KPMB Architects / Stantec Architecture",Architect,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"government of alberta ahs",RETIRE_JV,72077,"Government of Alberta / AHS",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"kpmb architects hindle architects tawaw architecture collective",RETIRE_JV,72085,"KPMB Architects / Hindle Architects / Tawaw Architecture Collective",Architect,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"ymca calgary city of",RETIRE_JV,72091,"YMCA Calgary / City of Calgary",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"puroclean restoration north shore",RETIRE_JV,36837,"PuroClean Restoration North Shore/Burnaby",GC,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"vancouver coastal health province of",RETIRE_JV,72153,"Vancouver Coastal Health / Province of BC",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"hdr architecture associates stantec",RETIRE_JV,72176,"HDR Architecture Associates / Stantec Architecture (joint venture)",Architect,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"m s supertech",RETIRE_JV,46307,"M/s Supertech Engineers",Competitor,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"liteside contracting bhullar holdings",RETIRE_JV,48252,"LiteSide Contracting/Bhullar Holdings Inc",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"construction pmb 9280 5738 quebec",RETIRE_JV,48902,"Construction PMB / 9280-5738 Quebec inc.",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"first capital realty sun life assurance",RETIRE_JV,53428,"First Capital Realty / Sun Life Assurance",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"gk m construction 9316 6759",RETIRE_JV,49315,"GK&M CONSTRUCTION/9316-6759 INC.",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"conocophillips canada total",RETIRE_JV,53290,"ConocoPhillips Canada / Total Canada",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"calgary urban equities assured",RETIRE_JV,53301,"Calgary Urban Equities / Assured Developments",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"rocky cross construction north dki",RETIRE_JV,14628,"Rocky Cross Construction North/DKI",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"zgf architects parkin",RETIRE_JV,72186,"ZGF Architects / Parkin Architects (joint venture)",Architect,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"embassy bosa first capital",RETIRE_JV,53369,"Embassy BOSA / First Capital Realty",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"interior health authority kootenay east regional hospital district",RETIRE_JV,72410,"Interior Health Authority / Kootenay East Regional Hospital District",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"parent taylor",RETIRE_JV,13109,"Parent/Taylor Contracting",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"meanwhile developments ltd hawkers modular",RETIRE_JV,11610,"Meanwhile Developments Ltd. / Hawkers Modular Ltd.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"alberta infrastructure ahs",RETIRE_JV,72438,"Alberta Infrastructure / AHS",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"silvatech developments inc price hl",RETIRE_JV,15414,"Silvatech Developments Inc Price /hl",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"m d l landscaping",RETIRE_JV,11181,"M.D.L. Landscaping/Construction",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"japan canada oil sands limited nexen",RETIRE_JV,53252,"Japan Canada Oil Sands Limited (JACOS) / Nexen Inc.",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"tnt towing oop holdings",RETIRE_JV,17067,"TNT Towing / OOP Holdings LTD",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"calgary exhibition and stampede enmax",RETIRE_JV,53484,"Calgary Exhibition and Stampede / ENMAX Corp.",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"strathcone county salvi",RETIRE_JV,53637,"Strathcone County / Salvi Group",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"dunbar ryerson united church wall financial",RETIRE_JV,54601,"Dunbar Ryerson United Church / Wall Financial Group",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"bridge power holdings invenergy",RETIRE_JV,54595,"Bridge Power Holdings/Invenergy LLC",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"macdonald development corp reliance",RETIRE_JV,54569,"Macdonald Development Corp/ Reliance Properties",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"keyera corp kinder morgan",RETIRE_JV,53623,"Keyera Corp. / Kinder Morgan Inc.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"enbridge borealis geopower kitselas first nation",RETIRE_JV,54529,"Enbridge/ Borealis Geopower/ Kitselas First Nation",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"bosa properties inc arpeg holdings",RETIRE_JV,54438,"Bosa Properties Inc./ Arpeg Holdings",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"island health golden life management",RETIRE_JV,54617,"Island Health/ Golden Life Management Corp.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"weststone group cibt education",RETIRE_JV,54431,"WestStone Group/ CIBT Education Group",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"grc cohos",RETIRE_JV,63831,"GRC/Cohos (Architects in Joint Venture)",Architect,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"epix developments ltd accorde",RETIRE_JV,54430,"EPIX Developments Ltd./ Accorde Properties",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"omicron montrose property holdings",RETIRE_JV,54428,"Omicron/ Montrose Property Holdings Ltd.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"pae zgf edlen ownership",RETIRE_JV,68718,"PAE / ZGF / Edlen ownership group (confirm)",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"tenfold projects fortress real",RETIRE_JV,54422,"Tenfold Projects/ Fortress Real Developments",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"canfor corporation licella",RETIRE_JV,54362,"Canfor Corporation/Licella",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"668975 nb ltd a tnt construction maintenance",RETIRE_JV,63108,"668975 NB Ltd./a TNT Construction & Maintenance",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"westbank projects squamish nation",RETIRE_JV,54641,"Westbank Projects/ Squamish Nation",Buyer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"langford gateway developments cynterra",RETIRE_JV,74213,"Langford Gateway Developments / Cynterra Group",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"catalyst community developments society vancouver affordable housing agency",RETIRE_JV,54663,"Catalyst Community Developments Society/ Vancouver Affordable Housing Agency (VAHA)",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"island health authority capital regional hospital district",RETIRE_JV,54819,"Island Health Authority/ Capital Regional Hospital District",Buyer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"vopak development canada inc altagas",RETIRE_JV,54831,"Vopak Development Canada Inc./ AltaGas",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"townline canderel residential",RETIRE_JV,54791,"Townline/ Canderel Residential",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"patkau architects acton ostry",RETIRE_JV,54843,"Patkau Architects/ Acton Ostry Architects",Architect,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"grosvenor transca modern green",RETIRE_JV,54875,"Grosvenor/ Transca/ Modern Green Canada",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"kingsett capital anthem",RETIRE_JV,54913,"Kingsett Capital/ Anthem Properties",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"westbank quadreal property",RETIRE_JV,54763,"Westbank/ Quadreal Property Group",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"infinity properties morningstar",RETIRE_JV,54918,"Infinity Properties/ Morningstar",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"cadillac fairview corporation shape",RETIRE_JV,54747,"Cadillac Fairview Corporation/ Shape Properties",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"rafii architects zgf",RETIRE_JV,54739,"Rafii Architects / ZGF Architects",Architect,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"corwest builders troika management",RETIRE_JV,54699,"Corwest Builders/ Troika Management Corp.",GC,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"nmda architects ibi",RETIRE_JV,54685,"NMDA Architects/ IBI Group",Architect,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"telus omicron",RETIRE_JV,54680,"Telus/ Omicron Development Inc.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"nanaimo port authority dp world",RETIRE_JV,54670,"Nanaimo Port Authority/ DP World",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"sun rivers development corporation tk eml ps te secw pemc",RETIRE_JV,55031,"Sun Rivers Development Corporation + Tk̓emlúps te Secwépemc",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"bayview properties bosa",RETIRE_JV,54325,"Bayview Properties/ Bosa Properties",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"pelman associates chp",RETIRE_JV,54321,"Pelman & Associates/CHP Architects",Architect,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"hankey investment company jamison",RETIRE_JV,74231,"Hankey Investment Company / Jamison Properties",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"ibi group architects le groupe arcop acdf",RETIRE_JV,54289,"IBI Group Architects/Le Groupe Arcop/ACDF Architecture",Architect,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"pristine power inc cheslatta forest products",RETIRE_JV,53994,"Pristine Power Inc./Cheslatta Forest Products",Developer,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"canadian kailuan dehua mines co ltd shandong energy feicheng mining",RETIRE_JV,54040,"Canadian Kailuan Dehua Mines Co., Ltd./ Shandong Energy Feicheng Mining Group Co. Ltd",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"fortune minerals ltd posco",RETIRE_JV,54129,"Fortune Minerals Ltd./ POSCO Canada Ltd.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"tercon construction ltd consortium",RETIRE_JV,54131,"Tercon Construction Ltd/Consortium",GC,3,0,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"ibi henriquez",RETIRE_JV,54314,"IBI/ Henriquez Partners Architects",Architect,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"box canyon hydro corporation sound energy",RETIRE_JV,53935,"Box Canyon Hydro Corporation/Sound Energy Inc.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"novagold resources inc teck resources",RETIRE_JV,54132,"NovaGold Resources Inc./Teck Resources",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"reliance properties ltd jim pattison",RETIRE_JV,53894,"Reliance Properties Ltd./Jim Pattison Developments Ltd.",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"rjc engineers mka",RETIRE_JV,69855,"RJC Engineers / MKA (Magnusson Klemencic Associates)",Competitor,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
"copper fox metals teck resources",RETIRE_JV,54133,"Copper Fox Metals/ Teck Resources",Developer,3,1,,,,,Review,"slash-joined JV row; linkWeight=3; project artifact, retire not merge"
